d_losses,g_losses
1.3900902271270752,0.7042145729064941
0.9471431970596313,1.898224115371704
0.9264580011367798,2.4608216285705566
0.2627749741077423,2.755129337310791
0.34140744805336,2.895658493041992
0.7303605079650879,3.2773020267486572
0.44084423780441284,2.347844123840332
0.829923152923584,1.8827157020568848
0.5808691382408142,1.7536134719848633
0.7047916650772095,2.4159016609191895
1.0969582796096802,2.0956943035125732
0.701168417930603,1.9528512954711914
0.8795408606529236,1.378178358078003
0.8390800952911377,1.4937320947647095
0.8291077017784119,1.7316218614578247
0.9442212581634521,1.5584486722946167
0.9288501739501953,1.4251832962036133
1.140764594078064,0.9241250157356262
1.082899570465088,1.4641860723495483
1.0081298351287842,1.3786289691925049
1.002769112586975,1.073418378829956
1.1339539289474487,1.0289616584777832
1.04147469997406,1.3413861989974976
1.1549772024154663,1.4789955615997314
1.0257604122161865,1.1975018978118896
1.2208656072616577,1.7646771669387817
1.1839921474456787,1.3024108409881592
1.2078542709350586,1.599801778793335
1.2467010021209717,1.0834282636642456
1.1641141176223755,1.3312759399414062
1.3802802562713623,0.9750593900680542
1.1289335489273071,1.0153687000274658
1.1987416744232178,0.8963274955749512
1.2056936025619507,1.0887689590454102
1.2487072944641113,1.049492597579956
1.154876708984375,1.2066516876220703
1.3456331491470337,1.042724847793579
1.234668493270874,0.8155486583709717
1.267833948135376,1.0754984617233276
1.184121012687683,0.934090256690979
1.181107997894287,1.3288648128509521
1.2085833549499512,1.050671100616455
1.3005926609039307,1.2470811605453491
1.1117680072784424,1.092716932296753
1.1764472723007202,1.0032727718353271
1.2601611614227295,0.7780544757843018
1.2407870292663574,0.9697924256324768
1.1256874799728394,0.9827844500541687
1.2627196311950684,1.0450546741485596
1.100834846496582,0.9936169981956482
1.1595995426177979,1.0372545719146729
1.152217149734497,1.0389820337295532
1.0727837085723877,1.1011242866516113
1.1652276515960693,0.900665283203125
1.2732852697372437,1.06410813331604
1.2960659265518188,0.8222275972366333
1.4603228569030762,0.9250704050064087
1.0280427932739258,1.1225754022598267
1.128307580947876,1.006504774093628
1.1884124279022217,0.9523295164108276
1.194805383682251,0.978489100933075
1.2947440147399902,0.8455098271369934
1.088599681854248,1.012350082397461
1.17221999168396,1.027062177658081
1.3385608196258545,0.8295972347259521
1.2775650024414062,0.9153441190719604
1.2024723291397095,0.9852665066719055
1.1889525651931763,1.100391149520874
1.358859658241272,0.8689608573913574
1.222913146018982,0.7629671096801758
1.4068455696105957,0.983081579208374
1.2589374780654907,0.8609589338302612
1.2777612209320068,0.871875524520874
1.451312780380249,0.9180578589439392
1.2232816219329834,0.7826086282730103
1.3780479431152344,0.8158775568008423
1.2396035194396973,0.8446088433265686
1.2341498136520386,0.9814513921737671
1.2273097038269043,0.9145860075950623
1.1886521577835083,0.8914849758148193
1.2312490940093994,0.8815825581550598
1.032111406326294,1.0400009155273438
1.151116132736206,0.991086483001709
1.1539793014526367,0.9883919358253479
1.220954418182373,1.1092162132263184
1.293300747871399,0.8637762665748596
1.221359372138977,1.0362249612808228
1.304640769958496,0.9885868430137634
1.130425214767456,0.9644719958305359
1.249631404876709,0.9305993318557739
1.4777387380599976,0.7587899565696716
1.3159964084625244,0.8328116536140442
1.2868201732635498,0.9552249312400818
1.2384848594665527,0.7854191660881042
1.343954086303711,0.7364842891693115
1.3909027576446533,0.7775701284408569
1.1203043460845947,0.9462113976478577
1.2436089515686035,0.9120088219642639
1.2317065000534058,1.0790393352508545
1.2773029804229736,0.8474422097206116
1.4826018810272217,0.6924015879631042
1.3940738439559937,0.7770757675170898
1.3312309980392456,0.9556958675384521
1.2997721433639526,0.9972282648086548
1.4025702476501465,0.8437563180923462
1.3638157844543457,0.872010350227356
1.1812334060668945,0.8460079431533813
1.1875832080841064,0.8257978558540344
1.354970932006836,0.7767866253852844
1.1901286840438843,0.9087883234024048
1.3589024543762207,0.8588213920593262
1.442126750946045,0.8216546773910522
1.2870948314666748,0.9961607456207275
1.1217763423919678,1.0197465419769287
1.332242727279663,0.8184625506401062
1.3178788423538208,0.835313081741333
1.1723527908325195,0.8606696724891663
1.3404536247253418,0.7881672978401184
1.3853905200958252,0.7293189764022827
1.455816388130188,0.7482370734214783
1.3593080043792725,0.7788754105567932
1.2846755981445312,0.7942969799041748
1.1953203678131104,0.8427339196205139
1.2643165588378906,0.7644373178482056
1.234687089920044,0.9528834819793701
1.2342990636825562,0.801526665687561
1.1556901931762695,0.8714166879653931
1.2522176504135132,0.7211146354675293
1.2879610061645508,0.764319121837616
1.3767921924591064,0.7665731906890869
1.2697123289108276,0.8867983222007751
1.3013076782226562,0.9106701612472534
1.320306420326233,0.7293925881385803
1.2907822132110596,0.7612767219543457
1.3521442413330078,1.0799453258514404
1.2783358097076416,0.9639741778373718
1.294877052307129,0.8792781233787537
1.3850829601287842,0.8493887186050415
1.313930630683899,1.0952359437942505
1.3123579025268555,0.8308992385864258
1.2583881616592407,0.863518238067627
1.3404802083969116,0.8569925427436829
1.250629186630249,0.821670413017273
1.3060939311981201,0.878961443901062
1.2236089706420898,0.8932442665100098
1.3729631900787354,0.8388702869415283
1.203183650970459,0.7976963520050049
1.2983670234680176,0.8294230699539185
1.2663419246673584,0.8214612007141113
1.302168607711792,0.7994795441627502
1.3606922626495361,0.9078018069267273
1.38279390335083,0.8109528422355652
1.1985304355621338,0.911064624786377
1.1609272956848145,0.8690807223320007
1.162449598312378,0.8846503496170044
1.2552565336227417,0.8902852535247803
1.2562514543533325,0.9160134792327881
1.2971341609954834,0.9391276836395264
1.2815465927124023,0.7920755743980408
1.2015742063522339,0.8783034682273865
1.356701135635376,0.8177580833435059
1.1494495868682861,0.9514137506484985
1.213112473487854,0.9332969188690186
1.3183685541152954,0.775029182434082
1.2583973407745361,0.9116450548171997
1.340248942375183,0.8859087228775024
1.1808371543884277,0.9344452619552612
1.3595999479293823,0.942685604095459
1.3532052040100098,0.857578694820404
1.3571739196777344,0.8349868655204773
1.2325546741485596,0.8270304203033447
1.3882838487625122,0.9424774646759033
1.2633132934570312,0.8025334477424622
1.2865992784500122,0.8526211977005005
1.1936126947402954,0.7849372625350952
1.3335967063903809,0.8997908234596252
1.2380928993225098,0.9313440322875977
1.2691826820373535,0.9736613631248474
1.3354771137237549,0.8760979175567627
1.274519920349121,0.867224931716919
1.3230962753295898,1.0421924591064453
1.348179817199707,0.7161550521850586
1.2111082077026367,0.9033104181289673
1.2050793170928955,0.8646844029426575
1.2170042991638184,0.8249067664146423
1.2960059642791748,0.8846847414970398
1.3563063144683838,0.8390804529190063
1.196341872215271,0.9743281602859497
1.291503667831421,0.7166149616241455
1.277003526687622,0.806816577911377
1.2205960750579834,0.9094754457473755
1.229288101196289,0.9012555480003357
1.2090210914611816,0.8725008964538574
1.281745195388794,0.8198637962341309
1.2617449760437012,0.8173679113388062
1.2979736328125,0.8270148634910583
1.3161113262176514,0.81277996301651
1.2075364589691162,0.8761403560638428
1.2332228422164917,0.9136480689048767
1.2990710735321045,0.8222191333770752
